preprint_doi,document,category,version_count,published_doi,pmcid,pmcoa,journal,preprint_date,published_date,time_to_published,doc_distances
10.1101/006163,006163_v1.xml,genomics,1,10.1038/nature14475,PMC4529404,TRUE,Nature,6/11/14,5/13/15,336 days,2.716069899
10.1101/006171,006171_v2.xml,genomics,2,10.1371/journal.pgen.1004663,PMC4169251,TRUE,PLoS_Genet,6/11/14,9/18/14,99 days,0.985742188
10.1101/006247,006247_v1.xml,developmental biology,1,10.1186/s13059-015-0642-0,PMC4434584,TRUE,Genome_Biol,6/16/14,4/14/15,302 days,1.233048246
10.1101/006270,006270_v1.xml,genomics,1,10.7554/elife.03915,PMC4381951,TRUE,eLife,6/12/14,11/7/14,148 days,0.820887956
10.1101/006312,006312_v1.xml,developmental biology,1,10.7554/elife.03737,PMC4358338,TRUE,eLife,6/13/14,10/14/14,123 days,1.114276464
10.1101/006338,006338_v1.xml,bioinformatics,1,10.1186/s13059-014-0553-5,PMC4298084,TRUE,Genome_Biol,6/13/14,12/21/14,191 days,0.951586005
10.1101/006346,006346_v1.xml,neuroscience,3,10.1016/j.neuron.2016.06.012,PMC4961245,TRUE,Neuron,8/9/14,6/29/16,690 days,1.918870231
10.1101/006411,006411_v2.xml,evolutionary biology,2,10.1093/molbev/msu270,PMC4271522,TRUE,Mol_Biol_Evol,6/19/14,9/21/14,94 days,1.09779083
10.1101/006452,006452_v1.xml,genomics,1,10.1534/genetics.114.166793,PMC4224161,TRUE,Genetics,6/24/14,9/5/14,73 days,2.149525192
10.1101/006551,006551_v1.xml,none,1,10.1093/bioinformatics/btv071,PMC4481695,TRUE,Bioinformatics,6/24/14,2/2/15,223 days,1.050627686
10.1101/006585,006585_v1.xml,bioinformatics,2,10.1093/nar/gku864,PMC4245966,TRUE,Nucleic_Acids_Res,6/25/14,10/7/14,104 days,1.302024139
10.1101/006601,006601_v1.xml,genomics,1,10.1371/journal.pbio.1001983,PMC4219652,TRUE,PLoS_Biol,6/25/14,11/4/14,132 days,0.763390391
10.1101/006627,006627_v2.xml,genomics,2,10.1186/s13073-014-0090-6,PMC4237778,TRUE,Genome_Med,6/26/14,11/20/14,147 days,1.018061025
10.1101/006692,006692_v1.xml,bioinformatics,1,10.1186/s13059-015-0602-8,PMC4359439,TRUE,Genome_Biol,6/27/14,2/13/15,231 days,1.156345709
10.1101/006734,006734_v1.xml,evolutionary biology,1,10.1371/journal.pgen.1005069,PMC4388667,TRUE,PLoS_Genet,6/28/14,4/7/15,283 days,1.198358458
10.1101/006791,006791_v1.xml,neuroscience,3,10.3389/fninf.2015.00007,PMC4389726,TRUE,Front_Neuroinform,7/2/14,4/8/15,280 days,1.153667766
10.1101/006825,006825_v3.xml,genomics,3,10.1038/ng.3196,PMC4342276,TRUE,Nat_Genet,7/2/14,1/19/15,201 days,0.792679059
10.1101/006866,006866_v1.xml,genomics,1,10.1038/gene.2014.56,PMC4304971,TRUE,Genes_Immun,7/3/14,10/23/14,112 days,0.946710987
10.1101/006890,006890_v1.xml,biophysics,1,10.1098/rspb.2014.0296,PMC4123693,TRUE,Proc_Biol_Sci,7/3/14,7/23/14,20 days,0.91941285
10.1101/006908,006908_v1.xml,bioinformatics,2,10.1093/nar/gku1392,PMC4330360,TRUE,Nucleic_Acids_Res,7/4/14,1/10/15,190 days,1.137195611
10.1101/006916,006916_v1.xml,cell biology,1,10.1242/bio.20149399,PMC4133730,TRUE,Biol_Open,7/4/14,7/25/14,21 days,1.96852251
10.1101/006932,006932_v2.xml,systems biology,2,10.1186/s12918-014-0117-z,PMC4207893,TRUE,BMC_Syst_Biol,7/9/14,10/15/14,98 days,1.192217116
10.1101/006940,006940_v3.xml,evolutionary biology,4,10.1371/journal.pgen.1005630,PMC4646681,TRUE,PLoS_Genet,7/8/14,11/16/15,496 days,1.10235829
10.1101/006973,006973_v1.xml,genomics,1,10.1038/ng.3257,PMC4449272,TRUE,Nat_Genet,7/8/14,4/27/15,293 days,1.14883083
10.1101/006981,006981_v1.xml,evolutionary biology,1,10.1371/journal.pgen.1004822,PMC4256269,TRUE,PLoS_Genet,7/9/14,12/4/14,148 days,0.95009849
10.1101/007005,007005_v3.xml,genetics,4,10.1093/nar/gkv052,PMC4344500,TRUE,Nucleic_Acids_Res,7/10/14,2/4/15,209 days,1.624759798
10.1101/007054,007054_v1.xml,genomics,1,10.1093/nar/gkv136,PMC4357728,TRUE,Nucleic_Acids_Res,7/11/14,2/24/15,228 days,0.908900114
10.1101/007062,007062_v1.xml,genomics,1,10.1186/s12896-015-0153-9,PMC4446965,TRUE,BMC_Biotechnol,7/11/14,5/28/15,321 days,0.626506677
10.1101/007088,007088_v1.xml,bioinformatics,1,10.1093/bioinformatics/btv488,PMC4673975,TRUE,Bioinformatics,7/14/14,9/3/15,416 days,0.981239565
10.1101/007187,007187_v1.xml,molecular biology,1,10.1186/s12915-014-0087-z,PMC4228153,TRUE,BMC_Biol,7/16/14,11/12/14,119 days,1.028130668
10.1101/007203,007203_v1.xml,synthetic biology,1,10.7554/elife.03401,PMC4117217,TRUE,eLife,7/17/14,7/17/14,0 days,1.777392466
10.1101/007229,007229_v1.xml,systems biology,1,10.1093/gbe/evu255,PMC4986454,TRUE,Genome_Biol_Evol,7/17/14,11/27/14,133 days,1.256111757
10.1101/007237,007237_v1.xml,systems biology,1,10.7554/elife.05856,PMC4468965,TRUE,eLife,7/18/14,6/17/15,334 days,1.273948943
10.1101/007310,007310_v2.xml,synthetic biology,2,10.7554/elife.03703,PMC4161972,TRUE,eLife,7/21/14,8/19/14,29 days,0.968730607
10.1101/007336,007336_v1.xml,genetics,1,10.1371/journal.pone.0113899,PMC4252075,TRUE,PLoS_One,7/21/14,12/2/14,134 days,0.772440886
10.1101/007351,007351_v2.xml,bioinformatics,2,10.1186/s13059-014-0524-x,PMC4262987,TRUE,Genome_Biol,7/22/14,11/19/14,120 days,1.077746637
10.1101/007377,007377_v1.xml,scientific communication,2,10.1371/journal.pone.0104244,PMC4132088,TRUE,PLoS_One,7/23/14,8/13/14,21 days,0.363696177
10.1101/007401,007401_v1.xml,bioinformatics,1,10.1093/bioinformatics/btu555,PMC4296151,TRUE,Bioinformatics,7/23/14,8/20/14,28 days,1.252047353
10.1101/007443,007443_v1.xml,bioinformatics,1,10.1186/s12859-015-0472-9,PMC4466840,TRUE,BMC_Bioinformatics,7/24/14,2/21/15,212 days,0.840626144
10.1101/007476,007476_v2.xml,genomics,2,10.1093/bioinformatics/btv317,PMC4565032,TRUE,Bioinformatics,7/25/14,5/21/15,300 days,1.013336779
10.1101/007518,007518_v1.xml,evolutionary biology,1,10.1371/journal.pgen.1005041,PMC4359097,TRUE,PLoS_Genet,7/30/14,3/13/15,226 days,1.056330135
10.1101/007542,007542_v1.xml,evolutionary biology,2,10.1371/journal.pcbi.1004493,PMC4567305,TRUE,PLoS_Comput_Biol,7/29/14,9/11/15,409 days,1.290731266
10.1101/007567,007567_v1.xml,bioinformatics,1,10.1093/bioinformatics/btu590,PMC4271141,TRUE,Bioinformatics,7/29/14,8/29/14,31 days,1.090096861
10.1101/007583,007583_v1.xml,bioinformatics,1,10.1371/journal.pone.0128026,PMC4447347,TRUE,PLoS_One,8/1/14,5/28/15,300 days,1.54049161
10.1101/007591,007591_v1.xml,genomics,1,10.1038/ncomms6195,PMC4300104,TRUE,Nat_Commun,8/1/14,10/20/14,80 days,0.549756069
10.1101/007609,007609_v1.xml,bioinformatics,1,10.3389/fgene.2014.00329,PMC4174756,TRUE,Front_Genet,8/1/14,9/25/14,55 days,0.698852203
10.1101/007633,007633_v1.xml,genetics,1,10.1186/s13073-015-0152-4,PMC4423486,TRUE,Genome_Med,8/1/14,3/27/15,238 days,1.019850349
10.1101/007641,007641_v1.xml,bioinformatics,1,10.7717/peerj.808,PMC4358639,TRUE,PeerJ,8/1/14,3/3/15,214 days,0.65507169
10.1101/007724,007724_v1.xml,bioinformatics,1,10.1371/journal.pone.0108490,PMC4172764,TRUE,PLoS_One,8/7/14,9/23/14,47 days,0.960450758
10.1101/007773,007773_v1.xml,microbiology,3,10.7717/peerj.597,PMC4183962,TRUE,PeerJ,8/8/14,9/30/14,53 days,1.304306016
10.1101/007781,007781_v2.xml,genomics,2,10.1093/gbe/evv210,PMC4700943,TRUE,Genome_Biol_Evol,8/8/14,11/3/15,452 days,0.807830024
10.1101/007799,007799_v1.xml,genetics,1,10.1038/ng.3190,PMC4342297,TRUE,Nat_Genet,8/9/14,2/2/15,177 days,1.85067048
10.1101/007807,007807_v1.xml,synthetic biology,1,10.7554/elife.05896,PMC4338637,TRUE,eLife,8/9/14,2/3/15,178 days,3.490053801
10.1101/007823,007823_v1.xml,microbiology,1,10.1038/ncomms8438,PMC4490391,TRUE,Nat_Commun,9/17/14,6/15/15,271 days,1.551741185
10.1101/007864,007864_v1.xml,developmental biology,1,10.1534/g3.114.013979,PMC4267936,TRUE,G3_(Bethesda),8/11/14,10/15/14,65 days,2.02811453
10.1101/007948,007948_v1.xml,bioinformatics,1,10.1186/s13059-014-0527-7,PMC4253014,TRUE,Genome_Biol,8/14/14,12/3/14,111 days,1.268227419
10.1101/008052,008052_v1.xml,genomics,1,10.1371/journal.pgen.1004915,PMC4287451,TRUE,PLoS_Genet,8/15/14,1/8/15,146 days,0.848576443
10.1101/008128,008128_v1.xml,biophysics,1,10.7554/elife.04599,PMC4375888,TRUE,eLife,8/18/14,2/23/15,189 days,1.357183363
10.1101/008136,008136_v1.xml,genomics,1,10.1371/journal.pgen.1005118,PMC4383535,TRUE,PLoS_Genet,8/18/14,4/2/15,227 days,1.98589435
10.1101/008144,008144_v1.xml,genomics,1,10.1093/nar/gku1038,PMC4227756,TRUE,Nucleic_Acids_Res,8/19/14,10/27/14,69 days,1.938472189
10.1101/008185,008185_v1.xml,bioinformatics,1,10.1186/s12864-016-2647-9,PMC4952276,TRUE,BMC_Genomics,9/15/14,7/19/16,673 days,1.152228611
10.1101/008219,008219_v1.xml,genomics,1,10.1371/journal.pone.0121893,PMC4374887,TRUE,PLoS_One,8/20/14,3/26/15,218 days,0.911727831
10.1101/008235,008235_v1.xml,evolutionary biology,1,10.1371/journal.pgen.1005404,PMC4527594,TRUE,PLoS_Genet,8/20/14,8/6/15,351 days,1.331437896
10.1101/008284,008284_v1.xml,developmental biology,1,10.1038/nbt.3270,PMC4500825,TRUE,Nat_Biotechnol,8/23/14,6/22/15,303 days,5.043408959
10.1101/008359,008359_v2.xml,cell biology,3,10.1242/bio.201410843,PMC4365485,TRUE,Biol_Open,8/21/14,1/16/15,148 days,1.306013239
10.1101/008375,008375_v2.xml,genomics,2,10.1093/nar/gkv717,PMC4666380,TRUE,Nucleic_Acids_Res,8/23/14,7/17/15,328 days,0.87361458
10.1101/008417,008417_v1.xml,bioinformatics,1,10.1371/journal.pcbi.1004075,PMC4361748,TRUE,PLoS_Comput_Biol,8/25/14,3/16/15,203 days,0.975368308
10.1101/008466,008466_v2.xml,evolutionary biology,2,10.1371/journal.pcbi.1004040,PMC4488346,TRUE,PLoS_Comput_Biol,8/27/14,6/30/15,307 days,1.754339972
10.1101/008482,008482_v1.xml,genetics,1,10.1038/ncomms6187,PMC4197137,TRUE,Nat_Commun,8/27/14,10/10/14,44 days,0.911320243
10.1101/008490,008490_v1.xml,genomics,1,10.7554/elife.04729,PMC4383332,TRUE,eLife,8/28/14,2/25/15,181 days,1.268798453
10.1101/008532,008532_v1.xml,evolutionary biology,1,10.7554/elife.09178,PMC4569889,TRUE,eLife,8/28/14,8/22/15,359 days,1.313523895
10.1101/008607,008607_v1.xml,microbiology,1,10.7554/elife.04525,PMC4391502,TRUE,eLife,9/1/14,2/3/15,155 days,1.091256109
10.1101/008649,008649_v1.xml,molecular biology,1,10.1371/journal.pone.0130356,PMC4474610,TRUE,PLoS_One,9/1/14,6/19/15,291 days,0.721252973
10.1101/008672,008672_v2.xml,evolutionary biology,2,10.1371/journal.pone.0131933,PMC4487504,TRUE,PLoS_One,9/2/14,6/29/15,300 days,0.909566835
10.1101/008748,008748_v1.xml,bioinformatics,1,10.1186/s12920-015-0095-z,PMC4494802,TRUE,BMC_Med_Genomics,9/3/14,5/21/15,260 days,0.641614974
10.1101/008789,008789_v2.xml,genomics,4,10.1371/journal.pgen.1005541,PMC4580642,TRUE,PLoS_Genet,9/4/14,9/23/15,384 days,1.738534667
10.1101/008797,008797_v1.xml,genetics,2,10.1371/journal.pgen.1005176,PMC4408026,TRUE,PLoS_Genet,9/4/14,4/23/15,231 days,1.086516093
10.1101/008847,008847_v1.xml,none,1,10.1186/s13059-014-0465-4,PMC4210618,TRUE,Genome_Biol,9/6/14,9/23/14,17 days,0.935522048
10.1101/008854,008854_v1.xml,none,1,10.1186/s12983-014-0093-6,PMC4307165,TRUE,Front_Zool,9/8/14,1/7/15,121 days,0.983267596
10.1101/008912,008912_v1.xml,genomics,1,10.1371/journal.pone.0126776,PMC4449034,TRUE,PLoS_One,9/9/14,5/29/15,262 days,0.879706102
10.1101/008920,008920_v1.xml,neuroscience,1,10.3389/fncom.2015.00095,PMC4516885,TRUE,Front_Comput_Neurosci,9/9/14,7/28/15,322 days,1.085272386
10.1101/008938,008938_v1.xml,developmental biology,2,10.7554/elife.05003,PMC4384636,TRUE,eLife,9/9/14,4/2/15,205 days,1.132967701
10.1101/008946,008946_v1.xml,systems biology,1,10.1371/journal.pcbi.1004176,PMC4427321,TRUE,PLoS_Comput_Biol,9/9/14,5/11/15,244 days,0.753539681
10.1101/008961,008961_v1.xml,neuroscience,1,10.1016/j.neuroimage.2015.04.026,PMC4503804,TRUE,Neuroimage,9/12/14,4/17/15,217 days,1.2685093
10.1101/008979,008979_v1.xml,evolutionary biology,5,10.1186/s12862-017-0998-8,PMC5485585,TRUE,BMC_Evol_Biol,9/11/14,6/26/17,1019 days,1.538485497
10.1101/008995,008995_v1.xml,neuroscience,1,10.3389/fnhum.2016.00023,PMC4740392,TRUE,Front_Hum_Neurosci,9/11/14,2/4/16,511 days,0.84610367
10.1101/009001,009001_v1.xml,bioinformatics,1,10.1186/s13059-015-0611-7,PMC4389708,TRUE,Genome_Biol,9/11/14,3/25/15,195 days,1.159617853
10.1101/009134,009134_v2.xml,genomics,2,10.7717/peerj.642,PMC4217191,TRUE,PeerJ,9/15/14,10/28/14,43 days,1.109408117
10.1101/009175,009175_v1.xml,genetics,3,10.7554/elife.04637,PMC4404656,TRUE,eLife,9/16/14,3/25/15,190 days,1.711767426
10.1101/009191,009191_v1.xml,genomics,1,10.1093/molbev/msu394,PMC4327160,TRUE,Mol_Biol_Evol,9/17/14,12/21/14,95 days,0.981090383
10.1101/009217,009217_v1.xml,genomics,1,10.1136/bmjopen-2014-006772,PMC4554905,TRUE,BMJ_Open,9/16/14,8/28/15,346 days,1.003540962
10.1101/009225,009225_v1.xml,genomics,1,10.1371/journal.pgen.1004920,PMC4287485,TRUE,PLoS_Genet,9/16/14,1/8/15,114 days,1.030796969
10.1101/009357,009357_v1.xml,genetics,1,10.1038/srep12349,PMC4549710,TRUE,Sci_Rep,9/18/14,8/26/15,342 days,2.05462895
10.1101/009373,009373_v2.xml,evolutionary biology,2,10.7554/elife.02504,PMC4359376,TRUE,eLife,9/18/14,12/9/14,82 days,1.228630768
10.1101/009407,009407_v1.xml,genomics,2,10.1186/s13059-015-0610-8,PMC4391136,TRUE,Genome_Biol,9/19/14,3/25/15,187 days,0.70476711
10.1101/009431,009431_v1.xml,genomics,1,10.1186/s13073-015-0177-8,PMC4499914,TRUE,Genome_Med,9/19/14,6/24/15,278 days,1.180095005
10.1101/009456,009456_v1.xml,evolutionary biology,2,10.1371/journal.pone.0110579,PMC4226487,TRUE,PLoS_One,9/24/14,11/10/14,47 days,1.84446915
10.1101/009464,009464_v2.xml,genetics,2,10.1371/journal.pone.0113684,PMC4257614,TRUE,PLoS_One,9/21/14,12/5/14,75 days,1.26220607
10.1101/009472,009472_v1.xml,bioinformatics,2,10.1371/journal.pgen.1005206,PMC4423881,TRUE,PLoS_Genet,9/21/14,5/7/15,228 days,1.362967477
10.1101/009548,009548_v1.xml,bioinformatics,2,10.1093/bioinformatics/btv335,PMC4576695,TRUE,Bioinformatics,9/23/14,6/1/15,251 days,1.004819743
10.1101/009555,009555_v2.xml,neuroscience,2,10.1016/j.ebiom.2015.06.012,PMC4563114,TRUE,EBioMedicine,9/23/14,6/16/15,266 days,1.635786464
10.1101/009613,009613_v2.xml,genomics,3,10.1186/2047-217x-3-22,PMC4226419,TRUE,Gigascience,9/26/14,10/20/14,24 days,0.770414487
10.1101/009670,009670_v2.xml,genomics,2,10.1093/gbe/evv087,PMC4494061,TRUE,Genome_Biol_Evol,9/26/14,5/14/15,230 days,1.293821558
10.1101/009746,009746_v1.xml,evolutionary biology,1,10.1098/rsif.2014.1067,PMC4277098,TRUE,J_R_Soc_Interface,10/28/14,11/26/14,29 days,1.074171933
10.1101/009845,009845_v1.xml,neuroscience,1,10.1186/s13064-014-0028-0,PMC4320829,TRUE,Neural_Dev,10/1/14,1/28/15,119 days,0.710814773
10.1101/009878,009878_v1.xml,cancer biology,1,10.1186/s13059-015-0612-6,PMC4381444,TRUE,Genome_Biol,10/2/14,2/26/15,147 days,1.000685916
10.1101/009886,009886_v1.xml,genomics,1,10.1534/genetics.115.174664,PMC4391556,TRUE,Genetics,10/2/14,1/27/15,117 days,0.762705014
10.1101/009928,009928_v1.xml,evolutionary biology,1,10.1093/gbe/evv083,PMC4494071,TRUE,Genome_Biol_Evol,10/3/14,5/13/15,222 days,0.849882165
10.1101/009936,009936_v2.xml,neuroscience,3,10.1016/j.jmp.2016.10.007,PMC5341758,TRUE,J_Math_Psychol,10/3/14,2/10/17,861 days,1.098714971
10.1101/009951,009951_v1.xml,bioinformatics,3,10.1186/s13059-015-0806-y,PMC5410870,TRUE,Genome_Biol,10/3/14,10/24/15,386 days,0.621892978
10.1101/009985,009985_v1.xml,ecology,1,10.1371/journal.pone.0114674,PMC4439032,TRUE,PLoS_One,10/3/14,5/20/15,229 days,1.089088139
10.1101/010009,010009_v1.xml,genomics,1,10.12688/f1000research.7534.1,PMC4786938,TRUE,F1000Res,10/3/14,12/30/15,453 days,1.331352
10.1101/010058,010058_v1.xml,molecular biology,1,10.1371/journal.pone.0116955,PMC4315398,TRUE,PLoS_One,10/6/14,2/3/15,120 days,0.673627836
10.1101/010066,010066_v1.xml,neuroscience,2,10.1038/nature14225,PMC4454418,TRUE,Nature,10/6/14,3/2/15,147 days,2.475158735
10.1101/010116,010116_v1.xml,genomics,2,10.1186/s13742-015-0046-9,PMC4379747,TRUE,Gigascience,10/8/14,2/1/15,116 days,0.498232028
10.1101/010132,010132_v1.xml,bioinformatics,1,10.1093/nar/gku1234,PMC4267652,TRUE,Nucleic_Acids_Res,10/8/14,11/20/14,43 days,0.684725035
10.1101/010165,010165_v1.xml,developmental biology,1,10.7554/elife.05216,PMC4337729,TRUE,eLife,10/8/14,2/24/15,139 days,1.77820577
10.1101/010207,010207_v1.xml,genetics,1,10.1371/journal.pgen.1004845,PMC4256217,TRUE,PLoS_Genet,10/10/14,12/4/14,55 days,0.846267076
10.1101/010231,010231_v1.xml,evolutionary biology,1,10.1371/journal.pgen.1005406,PMC4505896,TRUE,PLoS_Genet,10/10/14,7/17/15,280 days,1.992615319
10.1101/010330,010330_v1.xml,animal behavior and cognition,2,10.1371/journal.pone.0216860,PMC6544228,TRUE,PLoS_One,10/14/14,5/31/19,1690 days,1.081698551
10.1101/010348,010348_v3.xml,neuroscience,3,10.3389/fninf.2015.00008,PMC4392315,TRUE,Front_Neuroinform,10/14/14,4/10/15,178 days,0.627125321
10.1101/010355,010355_v1.xml,evolutionary biology,2,10.1534/g3.114.016493,PMC4592998,TRUE,G3_(Bethesda),10/14/14,8/21/15,311 days,1.445320488
10.1101/010561,010561_v1.xml,neuroscience,1,10.1038/srep10950,PMC4473644,TRUE,Sci_Rep,10/20/14,6/19/15,242 days,1.331970482
10.1101/010587,010587_v1.xml,bioinformatics,1,10.1371/journal.pcbi.1004080,PMC4341059,TRUE,PLoS_Comput_Biol,10/22/14,2/25/15,126 days,0.608918018
10.1101/010611,010611_v2.xml,genomics,2,10.1371/journal.pcbi.1004647,PMC4671652,TRUE,PLoS_Comput_Biol,10/23/14,12/7/15,410 days,0.961127398
10.1101/010637,010637_v1.xml,genetics,1,10.1534/g3.114.015008,PMC4291464,TRUE,G3_(Bethesda),10/24/14,12/11/14,48 days,0.92188882
10.1101/010710,010710_v1.xml,genomics,1,10.1186/s12864-015-1264-3,PMC4342796,TRUE,BMC_Genomics,10/25/14,2/21/15,119 days,0.738501988
10.1101/010769,010769_v1.xml,genomics,1,10.1093/gbe/evv062,PMC4453057,TRUE,Genome_Biol_Evol,10/27/14,4/10/15,165 days,2.080731032
10.1101/010819,010819_v1.xml,evolutionary biology,1,10.1093/gbe/evv189,PMC4684703,TRUE,Genome_Biol_Evol,10/28/14,10/7/15,344 days,2.166464756
10.1101/010868,010868_v3.xml,zoology,3,10.1002/jez.b.22629,PMC5032985,TRUE,J_Exp_Zool_B_Mol_Dev_Evol,10/29/14,6/2/15,216 days,1.224694775
10.1101/010876,010876_v1.xml,bioinformatics,2,10.1371/journal.pcbi.1004873,PMC4839673,TRUE,PLoS_Comput_Biol,10/29/14,4/21/16,540 days,1.033020922
10.1101/010884,010884_v1.xml,bioinformatics,1,10.1038/ncomms6903,PMC4308717,TRUE,Nat_Commun,10/30/14,1/13/15,75 days,1.279836011
10.1101/010900,010900_v1.xml,genetics,1,10.1038/tpj.2015.5,PMC4762904,TRUE,Pharmacogenomics_J,10/31/14,3/3/15,123 days,1.093331271
10.1101/010918,010918_v1.xml,evolutionary biology,1,10.1093/molbev/msv061,PMC4476160,TRUE,Mol_Biol_Evol,10/29/14,4/9/15,162 days,0.976769547
10.1101/010926,010926_v1.xml,bioinformatics,1,10.1186/s12864-015-1245-6,PMC4333152,TRUE,BMC_Genomics,10/30/14,2/14/15,107 days,0.929311387
10.1101/010942,010942_v1.xml,evolutionary biology,1,10.1093/molbev/msv093,PMC4833078,TRUE,Mol_Biol_Evol,10/30/14,4/22/15,174 days,1.542983518
10.1101/010975,010975_v1.xml,systems biology,2,10.7717/peerj.1054,PMC4493645,TRUE,PeerJ,11/10/14,6/30/15,232 days,1.852769268
10.1101/010991,010991_v2.xml,developmental biology,2,10.1038/srep09676,PMC4394354,TRUE,Sci_Rep,11/2/14,4/13/15,162 days,1.011907222
10.1101/011023,011023_v1.xml,evolutionary biology,1,10.1371/journal.pgen.1004941,PMC4450053,TRUE,PLoS_Genet,11/4/14,2/6/15,94 days,0.937751847
10.1101/011031,011031_v3.xml,neuroscience,3,10.7554/elife.05457,PMC4392479,TRUE,eLife,11/4/14,4/13/15,160 days,0.824171446
10.1101/011064,011064_v1.xml,bioinformatics,4,10.1186/s13637-016-0044-y,PMC4977324,TRUE,EURASIP_J_Bioinform_Syst_Biol,11/4/14,8/8/16,643 days,1.788419342
10.1101/011072,011072_v1.xml,ecology,1,10.1002/ece3.1529,PMC4523355,TRUE,Ecol_Evol,11/7/14,6/4/15,209 days,1.15980919
10.1101/011122,011122_v2.xml,biophysics,2,10.1371/journal.pone.0117949,PMC4333356,TRUE,PLoS_One,11/6/14,2/18/15,104 days,1.792314681
10.1101/011130,011130_v1.xml,bioinformatics,1,10.1155/2015/923491,PMC4461748,TRUE,Biomed_Res_Int,11/6/14,4/6/15,151 days,1.085686857
10.1101/011148,011148_v1.xml,systems biology,1,10.1371/journal.pbio.1002041,PMC4308108,TRUE,PLoS_Biol,12/3/14,1/27/15,55 days,0.84856168
10.1101/011197,011197_v1.xml,bioinformatics,1,10.1093/nar/gku1327,PMC4333381,TRUE,Nucleic_Acids_Res,11/6/14,12/17/14,41 days,1.289361037
10.1101/011213,011213_v1.xml,evolutionary biology,1,10.1002/jez.b.22618,PMC4949521,TRUE,J_Exp_Zool_B_Mol_Dev_Evol,11/7/14,4/10/15,154 days,1.505121785
10.1101/011221,011221_v1.xml,genomics,1,10.1038/nmeth.3582,PMC4626402,TRUE,Nat_Methods,11/7/14,9/14/15,311 days,7.593437515
10.1101/011262,011262_v1.xml,cancer biology,1,10.1038/srep12035,PMC4498195,TRUE,Sci_Rep,11/10/14,7/10/15,242 days,1.749441866
10.1101/011270,011270_v1.xml,genetics,1,10.1371/journal.pone.0120758,PMC4405269,TRUE,PLoS_One,11/9/14,4/21/15,163 days,0.986688363
10.1101/011288,011288_v1.xml,systems biology,1,10.1371/journal.pone.0121248,PMC4368763,TRUE,PLoS_One,11/10/14,3/20/15,130 days,1.178694539
10.1101/011296,011296_v1.xml,neuroscience,1,10.1371/journal.pcbi.1004640,PMC4694925,TRUE,PLoS_Comput_Biol,11/10/14,12/29/15,414 days,0.869362607
10.1101/011320,011320_v1.xml,neuroscience,2,10.1038/nbt.3594,PMC4980167,TRUE,Nat_Biotechnol,11/12/14,6/27/16,593 days,1.987426077
10.1101/011346,011346_v1.xml,bioinformatics,2,10.1038/nmeth.3578,PMC4775251,TRUE,Nat_Methods,11/12/14,9/7/15,299 days,6.275455475
10.1101/011353,011353_v1.xml,genomics,1,10.1038/nmeth.3329,PMC4507281,TRUE,Nat_Methods,11/12/14,3/23/15,131 days,1.074778093
10.1101/011403,011403_v2.xml,bioinformatics,2,10.1093/bioinformatics/btv045,PMC4443677,TRUE,Bioinformatics,11/13/14,1/24/15,72 days,1.019538903
10.1101/011411,011411_v1.xml,molecular biology,1,10.1038/srep14629,PMC4602216,TRUE,Sci_Rep,11/13/14,10/13/15,334 days,1.127897326
10.1101/011445,011445_v1.xml,bioinformatics,1,10.1038/srep13373,PMC4642511,TRUE,Sci_Rep,11/15/14,8/24/15,282 days,0.78191384
10.1101/011460,011460_v1.xml,bioinformatics,1,10.7717/peerj.1165,PMC4556158,TRUE,PeerJ,11/15/14,8/27/15,285 days,1.715583759
10.1101/011486,011486_v2.xml,microbiology,4,10.1128/mbio.00452-15,PMC4542187,TRUE,mBio,11/16/14,8/11/15,268 days,1.870916392
10.1101/011569,011569_v1.xml,bioinformatics,1,10.1371/journal.pcbi.1004259,PMC4497619,TRUE,PLoS_Comput_Biol,12/11/14,7/9/15,210 days,0.957251041
10.1101/011577,011577_v1.xml,evolutionary biology,1,10.1186/s12862-015-0454-6,PMC4559166,TRUE,BMC_Evol_Biol,11/18/14,9/3/15,289 days,0.925323273
10.1101/011585,011585_v1.xml,bioinformatics,1,10.1093/pcp/pcu183,PMC4301745,TRUE,Plant_Cell_Physiol,11/18/14,11/27/14,9 days,1.068962669
10.1101/011601,011601_v2.xml,evolutionary biology,4,10.1371/journal.pgen.1005451,PMC4537231,TRUE,PLoS_Genet,11/19/14,8/14/15,268 days,0.865914093
10.1101/011676,011676_v2.xml,plant biology,2,10.3389/fpls.2015.00186,PMC4373270,TRUE,Front_Plant_Sci,11/20/14,3/25/15,125 days,1.366804776
10.1101/011692,011692_v1.xml,evolutionary biology,2,10.1371/journal.pone.0131673,PMC4488272,TRUE,PLoS_One,11/21/14,6/29/15,220 days,1.18179296
